Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Leon Visser,210,123,Groningen 2023-05-27 - Place: 14 Points: 123.48,,
Roel Oldenkamp,211,123,Groningen 2023-05-27 - Place: 15 Points: 123.48,,
Daan Buiter,212,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Ennio Mos,213,123,Groningen 2023-05-27 - Place: 16 Points: 123.48,,
Nicole Ijff,214,117,Amsterdam 2024-01-20 - Place: 25 Points: 117.18,,
J van Wijhe,215,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Matthew Elworthy,216,117,Amsterdam 2024-01-20 - Place: 26 Points: 117.18,,
Iris Bunnig,217,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Leonoor Schiphorst,218,117,Amsterdam 2024-01-20 - Place: 27 Points: 117.18,,
Nadja van Kessel,219,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Emiel Prikkel,220,117,Amsterdam 2024-01-20 - Place: 28 Points: 117.18,,
Dario Go,221,112,Enschede 2023-04-22 - Place: 9 Points: 112.0,,
Teelke Limbeck,222,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Gerrit Lang,223,112,Enschede 2023-04-22 - Place: 10 Points: 112.0,,
Luuk vd Klein,224,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Daan van Velsen,225,106,Amsterdam 2023-06-17 - Place: 26 Points: 105.63,,
Jake King,226,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Klaas Weinrich,227,106,Amsterdam 2023-06-17 - Place: 27 Points: 105.63,,
Martijn Alberts,228,106,Amsterdam 2023-06-17 - Place: 28 Points: 105.63,,
Jakob Biebuyck,229,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Leon Vauterin,230,106,Amsterdam 2023-06-17 - Place: 31 Points: 105.63,,
Alexandre Tauziède,231,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Mustafa Durgun,232,106,Amsterdam 2023-06-17 - Place: 32 Points: 105.63,,
Milan Sent,233,84,Enschede 2023-04-22 - Place: 15 Points: 84.0,,
Thomas Haan,234,82,Groningen 2023-05-27 - Place: 17 Points: 82.32,,
Cristina Bogdan,235,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Sanne Hogesteeger,236,82,Groningen 2023-05-27 - Place: 21 Points: 82.32,,
Stan Lochtenberg,237,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Paul Schmidt,238,70,Amsterdam 2023-06-17 - Place: 33 Points: 70.42,,
Thomas Dajer,239,70,Amsterdam 2023-06-17 - Place: 34 Points: 70.42,,
Kartik Jain,240,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Anna Junk,241,70,Amsterdam 2023-06-17 - Place: 35 Points: 70.42,,
Lise Pieper,242,70,Amsterdam 2023-06-17 - Place: 36 Points: 70.42,,
Justus Urbanetz,243,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Laura Kremer,244,70,Amsterdam 2023-06-17 - Place: 38 Points: 70.42,,
Sylvester Productions,245,70,Amsterdam 2023-06-17 - Place: 39 Points: 70.42,,
Toon van Holthe,246,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Khymo Moestadja,247,70,Amsterdam 2023-06-17 - Place: 41 Points: 70.42,,
Mayu Nagayama,248,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Genta Sekine,249,70,Amsterdam 2023-06-17 - Place: 42 Points: 70.42,,
Alex Sikotorski,250,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Jacques P,251,56,Enschede 2023-04-22 - Place: 18 Points: 56.0,,
Joel Cetra,252,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Benita Hansen,253,56,Enschede 2023-04-22 - Place: 19 Points: 56.0,,
Nick Delventhal,254,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Ben Andres,255,56,Enschede 2023-04-22 - Place: 22 Points: 56.0,,
Arno Waszink,256,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Said Lachhab,257,42,Enschede 2023-04-22 - Place: 25 Points: 42.0,,
Thomas van Geest,258,42,Enschede 2023-04-22 - Place: 26 Points: 42.0,,
Lauritz Dauer,259,42,Enschede 2023-04-22 - Place: 30 Points: 42.0,,
Wouter van der Heijden,260,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Berend Poos,261,42,Enschede 2023-04-22 - Place: 31 Points: 42.0,,
Maximilian Knoll,262,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
Peter Sesler,263,42,Enschede 2023-04-22 - Place: 32 Points: 42.0,,
David van Beijnhem,264,28,Enschede 2023-04-22 - Place: 33 Points: 28.0,,
Thieri Balk,265,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Anneke Poelen,266,28,Enschede 2023-04-22 - Place: 34 Points: 28.0,,
Joep Schotsman,267,28,Enschede 2023-04-22 - Place: 35 Points: 28.0,,
